id,name,pac_id,latitude,longitude,alt,high_temp,low_temp,date_received,time_received,status,sync_status,time_stamp,heading,speed,flight_id,session_id
98,Washoe Fire,3682,39.294444666666664,-116.82078125,499.530004670279,380.92262292821783,180.24925177729608,2025-04-18,22:57:57,active,pending,1.745041845124843e+18,0.0,0.0,1,506444579770066
99,Washoe Fire,7111,39.294444666666664,-116.82,445.8277730925654,381.1471415566881,175.8278450779418,2025-04-18,22:57:57,active,pending,1.7450418451315013e+18,0.0,0.0,1,506444579770066
100,Washoe Fire,3379,39.295277999999996,-116.82,460.33873836322005,392.79209142213085,164.67969230889892,2025-04-18,22:57:57,active,pending,1.7450418451469394e+18,0.0,0.0,1,506444579770066
101,Washoe Fire,9024,39.295277999999996,-116.82078125,356.2477332543287,378.5914500361183,160.90915762491719,2025-04-18,22:57:57,active,pending,1.7450418451569956e+18,0.0,0.0,1,506444579770066
102,Washoe Fire,1809,39.295277999999996,-116.8215625,428.28813076029394,367.2079051031866,146.38513585963022,2025-04-18,22:57:57,active,pending,1.745041845168097e+18,0.0,0.0,1,506444579770066
103,Washoe Fire,5719,39.295277999999996,-116.82234375,487.88059723749984,374.10086567862567,175.1309281612775,2025-04-18,22:57:57,active,pending,1.745041845179588e+18,0.0,0.0,1,506444579770066
104,Washoe Fire,3208,39.295277999999996,-116.823125,463.50355456616785,396.47867826614004,150.96237389689003,2025-04-18,22:57:57,active,pending,1.7450418451870285e+18,0.0,0.0,1,506444579770066
105,Washoe Fire,9447,39.295277999999996,-116.82390625,396.224691626701,401.75386141266875,187.1473388100848,2025-04-18,22:57:57,active,pending,1.745041845199655e+18,0.0,0.0,1,506444579770066
106,Washoe Fire,1455,39.295277999999996,-116.8246875,330.0649818328872,389.04246117592305,148.1825127793884,2025-04-18,22:57:57,active,pending,1.745041845211022e+18,0.0,0.0,1,506444579770066
107,Washoe Fire,2875,39.295277999999996,-116.82546875,427.13090621394593,381.1672687166969,190.00510900826038,2025-04-18,22:57:57,active,pending,1.7450418452209382e+18,0.0,0.0,1,506444579770066
108,Washoe Fire,9410,39.295277999999996,-116.82625,412.7215836658861,384.6420279953478,160.1425353905155,2025-04-18,22:57:57,active,pending,1.7450418452295808e+18,0.0,0.0,1,506444579770066
109,Washoe Fire,5842,39.295277999999996,-116.82703125,351.5179294879751,378.79002080807925,174.13931418469056,2025-04-18,22:57:57,active,pending,1.7450418452418204e+18,0.0,0.0,1,506444579770066
110,Washoe Fire,3643,39.295277999999996,-116.8278125,368.0337486599293,390.48261773128695,151.34359667658813,2025-04-18,22:57:57,active,pending,1.7450418452518072e+18,0.0,0.0,1,506444579770066
111,Washoe Fire,3405,39.295277999999996,-116.82859375,376.36800018973355,402.112011785166,166.69652788178752,2025-04-18,22:57:57,active,pending,1.745041845264166e+18,0.0,0.0,1,506444579770066
112,Washoe Fire,8102,39.295277999999996,-116.829375,379.04703104329883,366.94050866579283,156.6094381054304,2025-04-18,22:57:57,active,pending,1.7450418452737362e+18,0.0,0.0,1,506444579770066
113,Washoe Fire,6479,39.295277999999996,-116.83015625,428.1193229697971,370.2199383496511,160.28341487979623,2025-04-18,22:57:57,active,pending,1.745041845285087e+18,0.0,0.0,1,506444579770066
114,Washoe Fire,3376,39.295277999999996,-116.8309375,382.98658340149984,394.5585489307487,152.70627785566546,2025-04-18,22:57:57,active,pending,1.7450418452972662e+18,0.0,0.0,1,506444579770066
115,Washoe Fire,3180,39.295277999999996,-116.83171875,460.3427210308512,360.5020457105225,151.92131222960506,2025-04-18,22:57:57,active,pending,1.7450418453067533e+18,0.0,0.0,1,506444579770066
116,Washoe Fire,4485,39.295277999999996,-116.8325,466.14241301367997,372.4019567019509,135.52293623015336,2025-04-18,22:57:57,active,pending,1.7450418453164616e+18,0.0,0.0,1,506444579770066
117,Washoe Fire,4299,39.295277999999996,-116.83328125,335.638521729665,363.02018280136605,169.33516981682283,2025-04-18,22:57:57,active,pending,1.7450418453299868e+18,0.0,0.0,1,506444579770066
118,Washoe Fire,8717,39.295277999999996,-116.8340625,370.9126841854579,355.9311319865245,138.5297661473399,2025-04-18,22:57:57,active,pending,1.7450418453404027e+18,0.0,0.0,1,506444579770066
119,Washoe Fire,2913,39.295277999999996,-116.83484375,376.7051431678177,339.57631848557304,143.17198095655556,2025-04-18,22:57:57,active,pending,1.7450418453506975e+18,0.0,0.0,1,506444579770066
120,Washoe Fire,7063,39.295277999999996,-116.835625,424.8446172594299,332.3539740581273,157.13283739139584,2025-04-18,22:57:57,active,pending,1.7450418453620603e+18,0.0,0.0,1,506444579770066
121,Washoe Fire,9735,39.295277999999996,-116.83640625,390.1983153764843,345.67503108077864,134.30374276075162,2025-04-18,22:57:57,active,pending,1.745041845373316e+18,0.0,0.0,1,506444579770066
122,Washoe Fire,4309,39.295277999999996,-116.8371875,385.7314975758733,363.00402469508106,128.20965217355376,2025-04-18,22:57:57,active,pending,1.745041845384081e+18,0.0,0.0,1,506444579770066
123,Washoe Fire,9066,39.295277999999996,-116.83796875,381.89158468471857,340.2905118670287,153.18137439214155,2025-04-18,22:57:57,active,pending,1.7450418453944335e+18,0.0,0.0,1,506444579770066
124,Washoe Fire,1682,39.295277999999996,-116.83875,307.49908259912763,354.0783886179054,157.20719374762479,2025-04-18,22:57:57,active,pending,1.7450418454044498e+18,0.0,0.0,1,506444579770066
125,Washoe Fire,1224,39.295277999999996,-116.83953125,488.60521215867584,340.95729231246617,143.64092636004926,2025-04-18,22:57:57,active,pending,1.7450418454160727e+18,0.0,0.0,1,506444579770066
126,Washoe Fire,3127,39.295277999999996,-116.8403125,497.4773121303969,314.8855534849304,110.21129197080302,2025-04-18,22:57:57,active,pending,1.7450418454276104e+18,0.0,0.0,1,506444579770066
127,Washoe Fire,9259,39.295277999999996,-116.84109375,377.7742853324013,324.3245666217964,107.39953664234677,2025-04-18,22:57:57,active,pending,1.7450418454323118e+18,0.0,0.0,1,506444579770066
128,Washoe Fire,5459,39.295277999999996,-116.841875,372.0833770130253,310.56555602609996,107.65219986509942,2025-04-18,22:57:57,active,pending,1.745041845444339e+18,0.0,0.0,1,506444579770066
129,Washoe Fire,1323,39.295277999999996,-116.84265625,382.74283973412787,310.88728140592104,123.04611752045217,2025-04-18,22:57:57,active,pending,1.7450418454582144e+18,0.0,0.0,1,506444579770066
130,Washoe Fire,2413,39.295277999999996,-116.8434375,472.97092481094523,326.320603076847,119.82849646567998,2025-04-18,22:57:57,active,pending,1.7450418454649713e+18,0.0,0.0,1,506444579770066
131,Washoe Fire,2873,39.295277999999996,-116.84421875,462.75355441674674,343.9820282112778,146.5464681153071,2025-04-18,22:57:57,active,pending,1.7450418454773814e+18,0.0,0.0,1,506444579770066
132,Washoe Fire,2965,39.295277999999996,-116.845,352.1677060318989,326.87696902695,112.9382506705372,2025-04-18,22:57:57,active,pending,1.745041845489643e+18,0.0,0.0,1,506444579770066
133,Washoe Fire,3608,39.29611133333333,-116.845,442.7705777973378,333.4259753886215,125.16873164461224,2025-04-18,22:57:57,active,pending,1.7450418455e+18,0.0,0.0,1,506444579770066
134,Washoe Fire,1394,39.29611133333333,-116.84421875,497.0570134761752,315.5672763653447,103.98344321724973,2025-04-18,22:57:57,active,pending,1.745041845511051e+18,0.0,0.0,1,506444579770066
135,Washoe Fire,2327,39.29611133333333,-116.8434375,372.01484679186865,328.30362024976245,135.68886200723355,2025-04-18,22:57:57,active,pending,1.745041845519705e+18,0.0,0.0,1,506444579770066
136,Washoe Fire,2190,39.29611133333333,-116.84265625,488.08122536940334,326.04061980710196,106.12432740792933,2025-04-18,22:57:57,active,pending,1.7450418455280773e+18,0.0,0.0,1,506444579770066
137,Washoe Fire,3894,39.29611133333333,-116.841875,395.8576019592344,346.1906973844893,149.25046079644648,2025-04-18,22:57:57,active,pending,1.745041845541067e+18,0.0,0.0,1,506444579770066
138,Washoe Fire,2832,39.29611133333333,-116.84109375,341.54015872470063,347.92298686455496,119.34830350093785,2025-04-18,22:57:57,active,pending,1.745041845552731e+18,0.0,0.0,1,506444579770066
139,Washoe Fire,6941,39.29611133333333,-116.8403125,451.59937036432916,324.6342193695589,132.84571300401635,2025-04-18,22:57:57,active,pending,1.7450418455609792e+18,0.0,0.0,1,506444579770066
140,Washoe Fire,8715,39.29611133333333,-116.83953125,382.1457936112472,315.18630248398756,133.8644258051339,2025-04-18,22:57:57,active,pending,1.7450418455733117e+18,0.0,0.0,1,506444579770066
141,Washoe Fire,9880,39.29611133333333,-116.83875,406.48489718829524,339.980609107446,143.72721512904658,2025-04-18,22:57:57,active,pending,1.74504184558448e+18,0.0,0.0,1,506444579770066
142,Washoe Fire,4659,39.29611133333333,-116.83796875,440.7605198356113,330.6753658982907,149.26077756818887,2025-04-18,22:57:57,active,pending,1.7450418455943345e+18,0.0,0.0,1,506444579770066
143,Washoe Fire,8631,39.29611133333333,-116.8371875,345.8995288215983,332.11383208369006,151.341010849561,2025-04-18,22:57:57,active,pending,1.7450418456005407e+18,0.0,0.0,1,506444579770066
